(node:77837) Warning: Accessing non-existent property 'padLevels' of module exports inside circular dependency
(Use `node --trace-warnings ...` to show where the warning was created)
Mon, 26 Sep 2022 12:23:02 GMT node-telegram-bot-api deprecated Automatic enabling of cancellation of promises is deprecated.
In the future, you will have to enable it yourself.
See https://github.com/yagop/node-telegram-bot-api/issues/319. at node:internal/modules/cjs/loader:1105:14
🔍 Loaded 5650 items...
🔍 Loaded 5700 items...
🔍 Loaded 5750 items...
🔍 Loaded 5800 items...
🔍 Loaded 5850 items...
🔍 Loaded 5900 items...
🔍 Loaded 5950 items...
🔍 Loaded 6000 items...
🔍 Loaded 6050 items...
🔍 Loaded 6100 items...
🔍 Loaded 6150 items...
🔍 Loaded 6200 items...
🔍 Loaded 6250 items...
🔍 Loaded 6300 items...
🔍 Loaded 6350 items...
🔍 Loaded 6400 items...
🔍 Loaded 6450 items...
🔍 Loaded 6500 items...
🔍 Loaded 6550 items...
🔍 Loaded 6600 items...
🔍 Loaded 6650 items...
🔍 Loaded 6700 items...
🔍 Loaded 6750 items...
🔍 Loaded 6800 items...
🔍 Loaded 6850 items...
🔍 Loaded 6900 items...
🔍 Loaded 6950 items...
🔍 Loaded 7000 items...
🔍 Loaded 7050 items...
🔍 Loaded 7100 items...
🔍 Loaded 7150 items...
🔍 Loaded 7200 items...
🔍 Loaded 7250 items...
🔍 Loaded 7300 items...
🔍 Loaded 7350 items...
🔍 Loaded 7400 items...
🔍 Loaded 7450 items...
🔍 Loaded 7500 items...
🔍 Loaded 7550 items...
🔍 Loaded 7600 items...
🔍 Loaded 7650 items...
🔍 Loaded 7700 items...
🔍 Loaded 7750 items...
🔍 Loaded 7800 items...
🔍 Loaded 7850 items...
🔍 Loaded 7900 items...
🔍 Loaded 7950 items...
🔍 Loaded 8000 items...
🔍 Loaded 8050 items...
🔍 Loaded 8100 items...
🔍 Loaded 8150 items...
🔍 Loaded 8200 items...
🔍 Loaded 8250 items...
🔍 Loaded 8300 items...
🔍 Loaded 8350 items...
🔍 Loaded 8400 items...
🔍 Loaded 8450 items...
🔍 Loaded 8500 items...
🔍 Loaded 8550 items...
🔍 Loaded 8600 items...
🔍 Loaded 8650 items...
🔍 Loaded 8700 items...
🔍 Loaded 8750 items...
🔍 Loaded 8800 items...
🔍 Loaded 8850 items...
🔍 Loaded 8900 items...
🔍 Loaded 8950 items...
🔍 Loaded 9000 items...
🔍 Loaded 9050 items...
🔍 Loaded 9100 items...
🔍 Loaded 9150 items...
🔍 Loaded 9200 items...
🔍 Loaded 9250 items...
🔍 Loaded 9300 items...
🔍 Loaded 9350 items...
🔍 Loaded 9400 items...
🔍 Loaded 9450 items...
🔍 Loaded 9500 items...
🔍 Loaded 9550 items...
🔍 Loaded 9600 items...
🔍 Loaded 9650 items...
🔍 Loaded 9700 items...
🔍 Loaded 9750 items...
🔍 Loaded 9800 items...
🔍 Loaded 9850 items...
🔍 Loaded 9900 items...
🔍 Loaded 9950 items...
🔍 Loaded 10000 items...
🔍 Loaded 10050 items...
🔍 Loaded 10100 items...
🔍 Loaded 10150 items...
🔍 Loaded 10200 items...
🔍 Loaded 10250 items...
🔍 Loaded 10300 items...
🔍 Loaded 10350 items...
🔍 Loaded 10400 items...
🔍 Loaded 10450 items...
🔍 Loaded 10500 items...
🔍 Loaded 10550 items...
🔍 Loaded 10600 items...
🔍 Loaded 10650 items...
🔍 Loaded 10700 items...
🔍 Loaded 10750 items...
🔍 Loaded 10800 items...
🔍 Loaded 10850 items...
🔍 Loaded 10900 items...
🔍 Loaded 10950 items...
🔍 Loaded 11000 items...
🔍 Loaded 11050 items...
🔍 Loaded 11100 items...
🔍 Loaded 11150 items...
🔍 Loaded 11200 items...
🔍 Loaded 11250 items...
🔍 Loaded 11300 items...
🔍 Loaded 11350 items...
🔍 Loaded 11400 items...
🔍 Loaded 11450 items...
🔍 Loaded 11500 items...
🔍 Loaded 11550 items...
🔍 Loaded 11600 items...
🔍 Loaded 11650 items...
🔍 Loaded 11700 items...
🔍 Loaded 11750 items...
🔍 Loaded 11800 items...
🔍 Loaded 11850 items...
🔍 Loaded 11900 items...
🔍 Loaded 11950 items...
🔍 Loaded 12000 items...
🔍 Loaded 12050 items...
🔍 Loaded 12100 items...
🔍 Loaded 12150 items...
🔍 Loaded 12200 items...
🔍 Loaded 12250 items...
🔍 Loaded 12300 items...
🔍 Loaded 12350 items...
🔍 Loaded 12400 items...
🔍 Loaded 12450 items...
🔍 Loaded 12500 items...
🔍 Loaded 12550 items...
🔍 Loaded 12600 items...
🔍 Loaded 12650 items...
🔍 Loaded 12700 items...
🔍 Loaded 12750 items...
🔍 Loaded 12800 items...
🔍 Loaded 12850 items...
🔍 Loaded 12900 items...
🔍 Loaded 12950 items...
🔍 Loaded 13000 items...
🔍 Loaded 13050 items...
🔍 Loaded 13100 items...
🔍 Loaded 13150 items...
🔍 Loaded 13200 items...
🔍 Loaded 13250 items...
🔍 Loaded 13300 items...
🔍 Loaded 13350 items...
🔍 Loaded 13400 items...
🔍 Loaded 13450 items...
🔍 Loaded 13500 items...
🔍 Loaded 13550 items...
🔍 Loaded 13600 items...
🔍 Loaded 13650 items...
🔍 Loaded 13700 items...
🔍 Loaded 13750 items...
🔍 Loaded 13800 items...
🔍 Loaded 13850 items...
🔍 Loaded 13900 items...
🔍 Loaded 13950 items...
🔍 Loaded 14000 items...
🔍 Loaded 14050 items...
🔍 Loaded 14100 items...
🔍 Loaded 14150 items...
🔍 Loaded 14200 items...
🔍 Loaded 14250 items...
🔍 Loaded 14300 items...
🔍 Loaded 14350 items...
🔍 Loaded 14400 items...
🔍 Loaded 14450 items...
🔍 Loaded 14500 items...
🔍 Loaded 14550 items...
🔍 Loaded 14600 items...
🔍 Loaded 14650 items...
🔍 Loaded 14700 items...
🔍 Loaded 14750 items...
🔍 Loaded 14800 items...
🔍 Loaded 14850 items...
🔍 Loaded 14900 items...
🔍 Loaded 14950 items...
🔍 Loaded 15000 items...
🔍 Loaded 15050 items...
🔍 Loaded 15100 items...
🔍 Loaded 15150 items...
🔍 Loaded 15200 items...
🔍 Loaded 15250 items...
🔍 Loaded 15300 items...
🔍 Loaded 15350 items...
🔍 Loaded 15400 items...
🔍 Loaded 15450 items...
🔍 Loaded 15500 items...
🔍 Loaded 15550 items...
🔍 Loaded 15600 items...
🔍 Loaded 15650 items...
🔍 Loaded 15700 items...
🔍 Loaded 15750 items...
🔍 Loaded 15800 items...
🔍 Loaded 15850 items...
🔍 Loaded 15900 items...
🔍 Loaded 15950 items...
🔍 Loaded 16000 items...
🔍 Loaded 16050 items...
🔍 Loaded 16100 items...
🔍 Loaded 16150 items...
🔍 Loaded 16200 items...
🔍 Loaded 16250 items...
🔍 Loaded 16300 items...
🔍 Loaded 16350 items...
🔍 Loaded 16400 items...
🔍 Loaded 16450 items...
🔍 Loaded 16500 items...
🔍 Loaded 16550 items...
🔍 Loaded 16600 items...
🔍 Loaded 16650 items...
🔍 Loaded 16700 items...
🔍 Loaded 16750 items...
🔍 Loaded 16800 items...
🔍 Loaded 16850 items...
🔍 Loaded 16900 items...
🔍 Loaded 16950 items...
🔍 Loaded 17000 items...
🔍 Loaded 17050 items...
🔍 Loaded 17100 items...
🔍 Loaded 17150 items...
🔍 Loaded 17200 items...
🔍 Loaded 17250 items...
🔍 Loaded 17300 items...
🔍 Loaded 17350 items...
🔍 Loaded 17400 items...
🔍 Loaded 17450 items...
🔍 Loaded 17500 items...
🔍 Loaded 17550 items...
🔍 Loaded 17600 items...
🔍 Loaded 17650 items...
🔍 Loaded 17700 items...
🔍 Loaded 17750 items...
🔍 Loaded 17800 items...
🔍 Loaded 17850 items...
🔍 Loaded 17900 items...
🔍 Loaded 17950 items...
🔍 Loaded 18000 items...
🔍 Loaded 18050 items...
🔍 Loaded 18100 items...
🔍 Loaded 18150 items...
🔍 Loaded 18200 items...
🔍 Loaded 18250 items...
🔍 Loaded 18300 items...
🔍 Loaded 18350 items...
🔍 Loaded 18400 items...
🔍 Loaded 18450 items...
🔍 Loaded 18500 items...
🔍 Loaded 18550 items...
🔍 Loaded 18600 items...
🔍 Loaded 18650 items...
🔍 Loaded 18700 items...
🔍 Loaded 18750 items...
🔍 Loaded 18800 items...
🔍 Loaded 18850 items...
🔍 Loaded 18900 items...
🔍 Loaded 18950 items...
🔍 Loaded 19000 items...
🔍 Loaded 19050 items...
🔍 Loaded 19100 items...
🔍 Loaded 19150 items...
🔍 Loaded 19200 items...
🔍 Loaded 19250 items...
🔍 Loaded 19300 items...
🔍 Loaded 19350 items...
🔍 Loaded 19400 items...
🔍 Loaded 19450 items...
🔍 Loaded 19500 items...
🔍 Loaded 19550 items...
🔍 Loaded 19600 items...
🔍 Loaded 19650 items...
🔍 Loaded 19700 items...
🔍 Loaded 19750 items...
🔍 Loaded 19800 items...
🔍 Loaded 19850 items...
🔍 Loaded 19900 items...
🔍 Loaded 19950 items...
🔍 Loaded 20000 items...
🔍 Loaded 20050 items...
🔍 Loaded 20100 items...
🔍 Loaded 20150 items...
🔍 Loaded 20200 items...
🔍 Loaded 20250 items...
🔍 Loaded 20300 items...
🔍 Loaded 20350 items...
🔍 Loaded 20400 items...
🔍 Loaded 20450 items...
🔍 Loaded 20500 items...
🔍 Loaded 20550 items...
🔍 Loaded 20600 items...
🔍 Loaded 20650 items...
🔍 Loaded 20700 items...
🔍 Loaded 20750 items...
🔍 Loaded 20800 items...
🔍 Loaded 20850 items...
🔍 Loaded 20900 items...
🔍 Loaded 20950 items...
🔍 Loaded 21000 items...
🔍 Loaded 21050 items...
🔍 Loaded 21100 items...
🔍 Loaded 21150 items...
🔍 Loaded 21200 items...
🔍 Loaded 21250 items...
🔍 Loaded 21300 items...
🔍 Loaded 21350 items...
🔍 Loaded 21400 items...
🔍 Loaded 21450 items...
🔍 Loaded 21500 items...
🔍 Loaded 21550 items...
🔍 Loaded 21600 items...
🔍 Loaded 21650 items...
🔍 Loaded 21700 items...
🔍 Loaded 21750 items...
🔍 Loaded 21800 items...
🔍 Loaded 21850 items...
🔍 Loaded 21900 items...
🔍 Loaded 21950 items...
🔍 Loaded 22000 items...
🔍 Loaded 22050 items...
🔍 Loaded 22100 items...
🔍 Loaded 22150 items...
🔍 Loaded 22200 items...
🔍 Loaded 22250 items...
🔍 Loaded 22300 items...
🔍 Loaded 22350 items...
🔍 Loaded 22400 items...
🔍 Loaded 22450 items...
🔍 Loaded 22500 items...
🔍 Loaded 22550 items...
🔍 Loaded 22600 items...
🔍 Loaded 22650 items...
🔍 Loaded 22700 items...
🔍 Loaded 22750 items...
🔍 Loaded 22800 items...
🔍 Loaded 22850 items...
🔍 Loaded 22900 items...
🔍 Loaded 22950 items...
🔍 Loaded 23000 items...
🔍 Loaded 23050 items...
🔍 Loaded 23100 items...
🔍 Loaded 23150 items...
🔍 Loaded 23200 items...
🔍 Loaded 23250 items...
🔍 Loaded 23300 items...
🔍 Loaded 23350 items...
🔍 Loaded 23400 items...
🔍 Loaded 23450 items...
🔍 Loaded 23500 items...
🔍 Loaded 23550 items...
🔍 Loaded 23600 items...
🔍 Loaded 23650 items...
🔍 Loaded 23700 items...
🔍 Loaded 23750 items...
🔍 Loaded 23800 items...
🔍 Loaded 23850 items...
🔍 Loaded 23900 items...
🔍 Loaded 23950 items...
🔍 Loaded 24000 items...
🔍 Loaded 24050 items...
🔍 Loaded 24100 items...
🔍 Loaded 24150 items...
🔍 Loaded 24200 items...
🔍 Loaded 24250 items...
🔍 Loaded 24300 items...
🔍 Loaded 24350 items...
🔍 Loaded 24400 items...
🔍 Loaded 24450 items...
🔍 Loaded 24500 items...
🔍 Loaded 24550 items...
🔍 Loaded 24600 items...
🔍 Loaded 24650 items...
🔍 Loaded 24700 items...
🔍 Loaded 24750 items...
🔍 Loaded 24800 items...
🔍 Loaded 24850 items...
🔍 Loaded 24900 items...
🔍 Loaded 24950 items...
🔍 Loaded 25000 items...
🔍 Loaded 25050 items...
🔍 Loaded 25100 items...
🔍 Loaded 25150 items...
🔍 Loaded 25200 items...
🔍 Loaded 25250 items...
🔍 Loaded 25300 items...
🔍 Loaded 25350 items...
🔍 Loaded 25400 items...
🔍 Loaded 25450 items...
🔍 Loaded 25500 items...
🔍 Loaded 25550 items...
🔍 Loaded 25600 items...
🔍 Loaded 25650 items...
🔍 Loaded 25700 items...
🔍 Loaded 25750 items...
🔍 Loaded 25800 items...
🔍 Loaded 25850 items...
🔍 Loaded 25900 items...
🔍 Loaded 25950 items...
🔍 Loaded 26000 items...
🔍 Loaded 26050 items...
🔍 Loaded 26100 items...
🔍 Loaded 26150 items...
🔍 Loaded 26200 items...
🔍 Loaded 26250 items...
🔍 Loaded 26300 items...
🔍 Loaded 26350 items...
🔍 Loaded 26400 items...
🔍 Loaded 26450 items...
🔍 Loaded 26500 items...
🔍 Loaded 26550 items...
🔍 Loaded 26600 items...
🔍 Loaded 26650 items...
🔍 Loaded 26700 items...
🔍 Loaded 26750 items...
🔍 Loaded 26800 items...
🔍 Loaded 26850 items...
🔍 Loaded 26900 items...
🔍 Loaded 26950 items...
🔍 Loaded 27000 items...
🔍 Loaded 27050 items...
🔍 Loaded 27100 items...
🔍 Loaded 27150 items...
🔍 Loaded 27200 items...
🔍 Loaded 27250 items...
🔍 Loaded 27300 items...
🔍 Loaded 27350 items...
🔍 Loaded 27400 items...
🔍 Loaded 27450 items...
🔍 Loaded 27500 items...
🔍 Loaded 27550 items...
🔍 Loaded 27600 items...
🔍 Loaded 27650 items...
🔍 Loaded 27700 items...
🔍 Loaded 27750 items...
🔍 Loaded 27800 items...
🔍 Loaded 27850 items...
🔍 Loaded 27900 items...
🔍 Loaded 27950 items...
🔍 Loaded 28000 items...
🔍 Loaded 28050 items...
🔍 Loaded 28100 items...
🔍 Loaded 28150 items...
🔍 Loaded 28200 items...
🔍 Loaded 28250 items...
🔍 Loaded 28300 items...
🔍 Loaded 28350 items...
🔍 Loaded 28400 items...
🔍 Loaded 28450 items...
🔍 Loaded 28500 items...
🔍 Loaded 28550 items...
🔍 Loaded 28600 items...
🔍 Loaded 28650 items...
🔍 Loaded 28700 items...
🔍 Loaded 28750 items...
🔍 Loaded 28800 items...
🔍 Loaded 28850 items...
🔍 Loaded 28900 items...
🔍 Loaded 28950 items...
🔍 Loaded 29000 items...
🔍 Loaded 29050 items...
🔍 Loaded 29100 items...
🔍 Loaded 29150 items...
🔍 Loaded 29200 items...
🔍 Loaded 29250 items...
🔍 Loaded 29300 items...
🔍 Loaded 29350 items...
🔍 Loaded 29400 items...
🔍 Loaded 29450 items...
🔍 Loaded 29500 items...
🔍 Loaded 29550 items...
🔍 Loaded 29600 items...
🔍 Loaded 29650 items...
🔍 Loaded 29700 items...
🔍 Loaded 29750 items...
🔍 Loaded 29800 items...
🔍 Loaded 29850 items...
🔍 Loaded 29900 items...
🔍 Loaded 29950 items...
🔍 Loaded 30000 items...
🔍 Loaded 30050 items...
🔍 Loaded 30100 items...
🔍 Loaded 30150 items...
🔍 Loaded 30200 items...
🔍 Loaded 30250 items...
🔍 Loaded 30300 items...
🔍 Loaded 30350 items...
🔔 Sending notification with ID 36590
🔔 Sending notification with ID 36604
🔍 Loaded 30400 items...
🔔 Sending notification with ID 36667
🔍 Loaded 30450 items...
🔍 Loaded 30500 items...
🔔 Sending notification with ID 36757
🔔 Sending notification with ID 36777
🔔 Sending notification with ID 36779
🔍 Loaded 30550 items...
🔍 Loaded 30600 items...

🚀 Initial loading complete
🌐 Starting webhook server on port 31410...
🥁 Checking 36736...
🔕 Tnvd is not updated, skipping
🥁 Checking 36777...
🥁 Checking 36777...
🥁 Checking 36777...
🥁 Checking 36777...
🥁 Checking 36777...
🥁 Checking 36777...
🥁 Checking 36777...
🥁 Checking 36777...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36719...
🔕 Tnvd is not updated, skipping
🥁 Checking 36777...
🥁 Checking 36777...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36837...
🔕 Tnvd is not updated, skipping
🥁 Checking 36837...
🔕 Tnvd is not updated, skipping
🥁 Checking 36837...
🥁 Checking 36837...
🥁 Checking 36837...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36837...
🥁 Checking 36837...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36777...
🔕 Tnvd is not updated, skipping
🥁 Checking 36726...
🥁 Checking 36726...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36419...
🔕 Tnvd is not updated, skipping
🥁 Checking 36726...
🔕 Tnvd is not updated, skipping
🥁 Checking 36701...
🔕 Tnvd is not updated, skipping
🥁 Checking 36827...
🥁 Checking 36827...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36827...
🔕 Tnvd is not updated, skipping
🥁 Checking 36457...
🔕 Tnvd is not updated, skipping
🥁 Checking 36089...
🥁 Checking 36089...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36089...
🔕 Tnvd is not updated, skipping
🥁 Checking 36836...
🥁 Checking 36836...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36834...
🥁 Checking 36834...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36776...
🔕 Tnvd is not updated, skipping
🥁 Checking 36833...
🥁 Checking 36833...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36776...
🔕 Tnvd is not updated, skipping
🥁 Checking 35664...
🔕 Tnvd is not updated, skipping
🥁 Checking 35664...
🔕 Tnvd is not updated, skipping
🥁 Checking 36838...
🔔 Sending notification with ID 36838
🧲 Tnvd is not present, adding to database
📀 Starting scheduled loading...
🔍 Loaded 50 items...
🔍 Loaded 100 items...
🔍 Loaded 150 items...
🔍 Loaded 200 items...

🚀 Scheduled loading complete
🥁 Checking 36618...
🔕 Tnvd is not updated, skipping
🥁 Checking 36778...
🔕 Tnvd is not updated, skipping
🥁 Checking 36778...
🥁 Checking 36778...
🥁 Checking 36778...
🥁 Checking 36778...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36818...
🥁 Checking 36818...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36708...
🔕 Tnvd is not updated, skipping
🥁 Checking 35664...
🥁 Checking 35664...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36736...
🔕 Tnvd is not updated, skipping
🥁 Checking 36797...
🥁 Checking 36797...
🥁 Checking 36797...
🥁 Checking 36797...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36738...
🥁 Checking 36738...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36803...
🥁 Checking 36803...
🥁 Checking 36803...
🥁 Checking 36803...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36787...
🥁 Checking 36787...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🔔 Sending notification with ID 36839
🧲 Tnvd is not present, adding to database
🥁 Checking 36839...
🔕 Tnvd is not updated, skipping
🥁 Checking 36780...
🥁 Checking 36780...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36828...
🥁 Checking 36828...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36788...
🔕 Tnvd is not updated, skipping
🥁 Checking 36495...
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🥁 Checking 36839...
🥁 Checking 36839...
🔔 Sending notification with ID 36839
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36080...
🔕 Tnvd is not updated, skipping
🥁 Checking 36637...
🥁 Checking 36637...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36840...
🔔 Sending notification with ID 36840
🧲 Tnvd is not present, adding to database
🥁 Checking 36840...
🔕 Tnvd is not updated, skipping
🥁 Checking 36786...
🔕 Tnvd is not updated, skipping
🥁 Checking 36786...
🥁 Checking 36786...
🥁 Checking 36786...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🔕 Tnvd is not updated, skipping
🥁 Checking 36786...
🥁 Checking 36786...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36759...
🥁 Checking 36759...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36786...
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🥁 Checking 36839...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36841...
🔔 Sending notification with ID 36841
🧲 Tnvd is not present, adding to database
🥁 Checking 36841...
🔕 Tnvd is not updated, skipping
🥁 Checking 36586...
🥁 Checking 36586...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36840...
🥁 Checking 36840...
🥁 Checking 36840...
🔔 Sending notification with ID 36840
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36685...
🥁 Checking 36685...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36685...
🔕 Tnvd is not updated, skipping
🥁 Checking 36842...
🔔 Sending notification with ID 36842
🧲 Tnvd is not present, adding to database
🥁 Checking 36842...
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🔕 Tnvd is not updated, skipping
🥁 Checking 36842...
🔕 Tnvd is not updated, skipping
🥁 Checking 36776...
🔕 Tnvd is not updated, skipping
🥁 Checking 36776...
🥁 Checking 36776...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🔕 Tnvd is not updated, skipping
🥁 Checking 36839...
🥁 Checking 36839...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36841...
🥁 Checking 36841...
🥁 Checking 36841...
🔔 Sending notification with ID 36841
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36082...
🥁 Checking 36082...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36082...
🥁 Checking 36082...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36843...
🔔 Sending notification with ID 36843
🧲 Tnvd is not present, adding to database
🥁 Checking 36843...
🔕 Tnvd is not updated, skipping
🥁 Checking 36486...
🥁 Checking 36486...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36842...
🥁 Checking 36842...
🥁 Checking 36842...
🔔 Sending notification with ID 36842
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 35685...
🔕 Tnvd is not updated, skipping
🥁 Checking 35685...
🥁 Checking 35685...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36310...
🔕 Tnvd is not updated, skipping
🥁 Checking 36813...
🥁 Checking 36813...
🥁 Checking 36813...
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🔕 Tnvd is not updated, skipping
🥁 Checking 36769...
